"Word"	"Success"	"Turns"	"Turn 1 word"	"Turn 2 word"	"Turn 3 word"	"Turn 4 word"	"Turn 5 word"	"Turn 6 word"
"CARES"	TRUE	1	"CARES"
"BARES"	TRUE	4	"CARES"	"MONTH"	"BILGY"	"BARES"
"PARES"	TRUE	5	"CARES"	"MONTH"	"BILGY"	"DOWPS"	"PARES"
"TARES"	TRUE	3	"CARES"	"MONTH"	"TARES"
"CORES"	TRUE	3	"CARES"	"POILU"	"CORES"
"BORES"	TRUE	5	"CARES"	"PORES"	"MILTY"	"BUDGE"	"BORES"
"MARES"	TRUE	3	"CARES"	"MONTH"	"MARES"
"PORES"	TRUE	2	"CARES"	"PORES"
"DARES"	TRUE	5	"CARES"	"MONTH"	"BILGY"	"DOWPS"	"DARES"
"CANES"	TRUE	4	"CARES"	"DEMPT"	"GONIF"	"CANES"
"BANES"	FALSE	#N/A	"CARES"	"WALES"	"MATES"	"FANES"	"SPIKY"	"JOBED"
"TORES"	TRUE	4	"CARES"	"PORES"	"MILTY"	"TORES"
"GARES"	TRUE	4	"CARES"	"MONTH"	"BILGY"	"GARES"
"PANES"	TRUE	6	"CARES"	"WALES"	"MATES"	"FANES"	"SPIKY"	"PANES"
"FARES"	TRUE	6	"CARES"	"MONTH"	"BILGY"	"DOWPS"	"FAVUS"	"FARES"
"LARES"	TRUE	4	"CARES"	"MONTH"	"BILGY"	"LARES"
"BALES"	TRUE	5	"CARES"	"WALES"	"EMPTY"	"BOVID"	"BALES"
"MORES"	TRUE	4	"CARES"	"PORES"	"MILTY"	"MORES"
"DORES"	TRUE	5	"CARES"	"PORES"	"MILTY"	"BUDGE"	"DORES"
"CONES"	TRUE	3	"CARES"	"DONUT"	"CONES"
"PALES"	TRUE	4	"CARES"	"WALES"	"EMPTY"	"PALES"
"BONES"	TRUE	5	"CARES"	"LINES"	"NETOP"	"SUBAH"	"BONES"
"HARES"	TRUE	3	"CARES"	"MONTH"	"HARES"
